CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
30709,ANTH,02202,  1,"Fifth Session (ASCEND) ... 
05-JUL to 05-AUG",Day,CULTURAL ANTHROPOLOGY,STAFF,MTWR    1015 1215 LBRARY 401 (Class),Main,,3,16,0,0,0,16,0,0,0,22
30038,ANTH,02202, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,CULTURAL ANTHROPOLOGY,"Cordle, Chelsea Marie", ,Online,,3,35,0,0,1,34,0,0,0,
30047,ANTH,02203,  1,"First Session ... 
16-MAY to 24-JUN",Day,INTRO ARCHEOLOGY,"Hill, Jane A",MTWR    1015 1215 ROBSON 205 (Class),Main,,3,29,0,0,0,29,0,0,0,29
30039,ANTH,02215, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,MEDICAL ANTHROPOLOGY,"Schug, Seran E", ,Online,,3,35,0,0,18,17,0,0,0,
30704,ANTH,02310,  1,"Fifth Session (ASCEND) ... 
05-JUL to 05-AUG",Day,NATIVE NORTH AMERICA,STAFF,MTWR    0800 1000 ROBSON 205 (Class),Main,,3,14,0,0,0,14,0,0,0,29
30705,ANTH,02310,  2,"Fifth Session (ASCEND) ... 
05-JUL to 05-AUG",Day,NATIVE NORTH AMERICA,STAFF,MTWR    1015 1215 ROBSON 205 (Class),Main,,3,14,0,0,0,14,0,0,0,29
30040,ANTH,02310, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,NATIVE NORTH AMERICA,"Cushman, Robert Dustin", ,Online,,3,25,0,0,4,21,0,0,0,
30696,ANTH,02311,  1,"Fifth Session (ASCEND) ... 
05-JUL to 05-AUG",Day,PEOPLE & CULTURES OF AFRICA,STAFF,MTWR    0800 1000 JAMES 2097 (Class),Main,,3,18,0,0,0,18,0,0,0,30
30697,ANTH,02311,  2,"Fifth Session (ASCEND) ... 
05-JUL to 05-AUG",Day,PEOPLE & CULTURES OF AFRICA,STAFF,MTWR    1015 1215 JAMES 2097 (Class),Main,,3,18,0,0,0,18,0,0,0,30
30048,ANTH,02324,  1,"First Session ... 
16-MAY to 24-JUN",Day,ARCHAEOLOGICAL FIELD METHODS,"Cushman, Robert Dustin",F       0800 1620 ROBSON 205 (Class),Main,,4,15,0,0,3,12,0,0,0,29
30041,ANTH,02355, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,GLOBAL HLTH ANTHRO PERSPECTIVE,"Schug, Seran E", ,Online,,3,25,0,0,0,25,0,0,0,
30776,ARAB,12102,  1,"Third Session ... 
27-JUN to 05-AUG",Day,ELEMENTARY ARABIC II,"Mousa, Tarek Awadalla",TWR     1100 1205   (Class),Off-campus,,3,24,0,0,0,24,0,0,0,
30787,ARHS,03130, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,ART APPRECIATION,"Bomze, Rachel L", ,Online,,3,25,0,0,8,17,0,0,0,
30788,ARHS,03310,  1,"Third Session ... 
27-JUN to 05-AUG",Day,HISTORY OF AMERICAN ART,"Sablove, Henrietta F",MTWR    1400 1600 WESTBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,91
30793,ART,02100,  1,"First Session ... 
16-MAY to 24-JUN",Day,DRAWING I,"Lovitz, Adam Michael",MTWR    0830 1200 WESTBY 213 (Class),Main,,3,15,0,0,0,15,0,0,0,30
30789,ART,02327,  1,"Third Session ... 
27-JUN to 05-AUG",Day,INTRODUCTION TO WATERCOLOR,"Finger, Alicia Elizabeth",MTWR    0830 1200 WESTBY 206 (Class),Main,,3,15,0,0,0,15,0,0,0,30
30790,ART,09401,  1,"Third Session ... 
27-JUN to 05-AUG",Day,SENIOR PROJECT ART,"Finger, Alicia Elizabeth", ,Main,,0,20,0,0,0,20,0,0,0,
30791,ART,09490,  1,"Third Session ... 
27-JUN to 05-AUG",Day,BFA SENIOR THESIS EX,"Finger, Alicia Elizabeth", ,Main,,0,20,0,0,0,20,0,0,0,
30792,ART,11380, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,DIGITAL PHOTOGRAPHY,"Drumgoole, Jennifer K", ,Online,,3,15,0,0,1,14,0,0,0,
30065,ASTR,11120, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,"INTRO TO ASTRONOMY This course requires night viewing outside of class time.
","Schaaf, Frederick C", ,Online,,4,24,0,0,10,14,15,0,15,
30066,ASTR,11120, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,"INTRO TO ASTRONOMY This course requires night viewing outside of class time.
","Love, Christina Elena", ,Online,,4,24,0,0,5,19,15,0,15,
30067,ASTR,11120, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,"INTRO TO ASTRONOMY This course requires night viewing outside of class time.
","Kratzer, Rachael M", ,Online,,4,24,0,0,0,24,15,0,15,
30110,ATR,00347,  1,"First Session ... 
16-MAY to 24-JUN",Day,APPLIED BIOMECHANICS,"Uygur, Mehmet",MTWR    1030 1210 JAMES 1056 (Class),Main,,3,30,0,0,2,28,0,0,0,36
30122,ATR,00477, 1C,"Second Session ... 
31-MAY to 22-JUL",Hybrid,"PSYCHOSOC ASPECTS PHYS ACTIVTY THIS CLASS WILL HAVE FACE-TO-FACE MEETINGS ON THURSDAYS 06/17 AND 07/08, 3:30PM TO 6:30PM, JAMES 1146.
","Czyznikiewicz, Vicky L","R       1530 1830 JAMES 1146 (Class)
R       1530 1830 JAMES 1146 (Class)
   ",Main,,3,25,0,0,0,25,0,0,0,30
30121,ATR,00510,  1,"First Session ... 
16-MAY to 24-JUN",Day,CADAVER ANATOMY,"Sterner, Robert Lance",MTWR    0700 1100   (Class),Stratford,,4,40,0,0,0,40,0,0,0,
30111,ATR,00511,  1,"First Session ... 
16-MAY to 24-JUN",Day,MGT OF MEDICAL EMERGENCIES,"Mann, Douglas P.",MTWR    1230 1410 JAMES 1019 (Class),Main,,3,20,0,0,0,20,0,0,0,36
30112,ATR,00519,  1,"Third Session ... 
27-JUN to 05-AUG",Day,CLINICAL ASSESSMENT I,"Sterner, Robert Lance",MTWR    0800 1015 JAMES 1019 (Class),Main,,4,20,0,0,0,20,0,0,0,36
30113,ATR,00524,  1,"Third Session ... 
27-JUN to 05-AUG",Day,INJURY RISK MGT ENHANC HUM PER,"Mann, Douglas P.",MTWR    1030 1210 JAMES 1019 (Class),Main,,3,20,0,0,0,20,0,0,0,36
30126,ATR,00530, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,PHARMACOLOGY,"Mann, Douglas P.", ,Online,,3,20,0,0,0,20,0,0,0,
30123,ATR,00535, 1C,"Second Session ... 
31-MAY to 22-JUL",Hybrid,"BEHAVIORAL HEALTH THIS CLASS WILL HAVE FACE-TO-FACE MEETINGS ON FRIDAYS 06/16 AND 07/07, 3:30PM TO 6:30PM, JAMES 1146.
","Czyznikiewicz, Vicky L","F       1530 1830 JAMES 1146 (Class)
F       1530 1830 JAMES 1146 (Class)
   ",Main,,3,20,0,0,0,20,0,0,0,30
30816,BIOL,01113, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,"GENERAL BIO-HUMAN FOCUSMust take with 30817 BIOL L1113 1C.
","Young, Lawrence R", ,Online,,4,35,0,0,6,29,0,0,0,
30606,BIOL,01120,  1,"Second Session ... 
31-MAY to 22-JUL",Day,"MEDACADEMY I Enrollment restricted to CMSRU MedAcademy students.
","Kent, Kristyn A.
Mitchell-Williams, Jocelyn Ann
", ,CMSRU Cooper Med School-Camden,,3,0,0,0,0,0,0,0,0,
30607,BIOL,01121,  1,"Second Session ... 
31-MAY to 22-JUL",Day,"MEDACADEMY II Enrollment restricted to CMSRU MedAcademy students.
","Kent, Kristyn A.
Mitchell-Williams, Jocelyn Ann
", ,CMSRU Cooper Med School-Camden,,2,0,0,0,0,0,0,0,0,
30602,BIOL,01203,  1,"Second Session ... 
31-MAY to 22-JUL",Day,INTRODUCTION TO CELL BIOLOGY,"Eaton, Gregory J.","TR      0800 1200 SCIENC 206 (Class)
W       1000 1200 SCIENC 206 (Class)",Main,,4,24,0,0,3,21,10,0,10,26
30601,BIOL,01204,  1,"Second Session ... 
31-MAY to 22-JUL",Day,INTRODUCTION TO ECOLOGY,"Ruhl, Nathan A","TR      0800 1200 SCIENC 252 (Class)
W       1000 1200 SCIENC 252 (Class)",Main,,4,24,0,0,3,21,10,0,10,26
30605,BIOL,01445,  1,"Second Session ... 
31-MAY to 22-JUL",Day,SPEC TOPICS BIO SCI-WI,"O'Brien, Terry",MW      0900 1120 SCIENC 239 (Class),Main,,3,20,0,0,5,15,10,0,10,26
30604,BIOL,01458,  1,"Second Session ... 
31-MAY to 22-JUL",Day,MAMMALOGY,"Bealor, Matthew Thomas","TR      0800 1200 SCIENC 232 (Class)
W       1000 1200 SCIENC 232 (Class)",Main,,4,24,0,0,2,22,10,0,10,26
30600,BIOL,01475,  1,"Second Session ... 
31-MAY to 22-JUL",Day,BIOLOGY LAB/FIELD RESEARCH,"Bentivenga, Stephen P", ,Main,,3,0,0,0,0,0,10,1,9,
30592,BIOL,10210, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,HUMAN ANATOMY & PHYSIOLOGY I,"Carroll, Jill", ,Online,,4,28,0,0,5,23,10,0,10,
30593,BIOL,10210, 2C,"Second Session ... 
31-MAY to 22-JUL",Online,HUMAN ANATOMY & PHYSIOLOGY I,"Walker, Keyona Renee", ,Online,,4,28,0,0,2,26,10,0,10,
30594,BIOL,10210, 3C,"Second Session ... 
31-MAY to 22-JUL",Online,HUMAN ANATOMY & PHYSIOLOGY I,"Stewart, William J", ,Online,,4,28,0,0,3,25,10,0,10,
30598,BIOL,10212, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,HUMAN ANATOMY & PHYSIOLOGY II,"Anderson, Robert D", ,Online,,4,28,0,0,5,23,10,0,10,
30603,BIOL,20330,  1,"Second Session ... 
31-MAY to 22-JUL",Day,ENVIRONMENTAL SCIENCE,"Thomas, Shelly","TR      0800 1200 SCIENC 241 (Class)
W       1000 1200 SCIENC 241 (Class)",Main,,4,24,0,0,2,22,10,0,10,26
30595,BIOL,L0210, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,LAB HUM ANAT & PHYSIOLOGY I,"Carroll, Jill", ,Online,,0,28,0,0,5,23,0,0,0,
30596,BIOL,L0210, 2C,"Second Session ... 
31-MAY to 22-JUL",Online,LAB HUM ANAT & PHYSIOLOGY I,"Walker, Keyona Renee", ,Online,,0,28,0,0,2,26,0,0,0,
30597,BIOL,L0210, 3C,"Second Session ... 
31-MAY to 22-JUL",Online,LAB HUM ANAT & PHYSIOLOGY I,"Stewart, William J", ,Online,,0,28,0,0,3,25,0,0,0,
30599,BIOL,L0212, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,LAB HUM ANAT & PHYSIOLOGY II,"Anderson, Robert D", ,Online,,0,28,0,0,5,23,0,0,0,
30817,BIOL,L1113, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,"LAB GENERAL BIO HUMAN FOCUSMust take with 30816 BIOL 01113 1C.
","Young, Lawrence R", ,Online,,0,35,0,0,6,29,0,0,0,
30339,BLED,40405, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CUR POLICY/PRAC ESL/BILING ED,"Seltzer, Kate A", ,Online,,3,20,0,0,0,20,0,0,0,
30340,BLED,40415, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,"UND IMMIG, BILIN/ENG LRN STU","Sibilia, Laurine V", ,Online,,3,20,0,0,1,19,0,0,0,
30341,BLED,40422, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INT LANG LIT CONT ESL CLASS,"Hoffman, Brooke Yvette", ,Online,,3,20,0,0,1,19,0,0,0,
30342,BLED,40510, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,ISSUES LANG/CULT DIV IN ESL/BI,"Sung, Kenzo Ka-Fai", ,Online,,3,20,0,0,1,19,0,0,0,
30343,BLED,40512, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,LING SEC LANG ACQ TCHG LANGS,"Hoffman, Brooke Yvette", ,Online,,3,20,0,0,1,19,0,0,0,
30344,BLED,40515, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,UNDRSTND IMMIGRANT-ORIG STU,"Wassell, Beth A.", ,Online,,3,20,0,0,0,20,0,0,0,
30345,BLED,40520, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PLAN/TCH/ASSESS IN ESL CLASS,"Abraham, Stephanie", ,Online,,3,20,0,0,0,20,0,0,0,
30346,BLED,40521, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,TCHG BILING/BICUL ED:PROC/PRAC,"Michener, Catherine Jill", ,Online,,3,20,0,0,0,20,0,0,0,
30347,BLED,40522, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INT LANG/CONT IN ESL/BIL ED,"Okafor, Ericka Lorraine", ,Online,,3,20,0,0,0,20,0,0,0,
30003,BME,11201, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CHEM FOUNDATIONS BIOMED ENGR,STAFF, ,Online,,4,20,0,0,4,16,0,0,0,
30004,BME,11301, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PHYSIOLOGICL FOUND BIOMED ENGR,STAFF, ,Online,,4,20,0,0,0,20,0,0,0,
30818,BUS,01505, 1C,"16-Week Term ... 
10-MAY to 29-AUG",Online,MBA SUPERVISED INTERNSHIP,"Maden, Jennifer Lorraine", ,Online,,3,30,0,0,0,30,0,0,0,
30277,CASE,90520,  1,"Second Session ... 
31-MAY to 22-JUL",Evening,PARTICIPAT RSRCH MTHDS CONTEXT,"Gershon, Walter S",R       1700 2145 JAMES 2104 (Class),Main,,3,20,0,0,1,19,0,0,0,30
30283,CASE,90531,  1,"First Session ... 
16-MAY to 24-JUN",Evening,CRIT CONS:SHAR PWR&VOICE STU,"Zion, Shelley D",T       1600 2215 JAMES 2101 (Class),Main,,3,20,0,0,0,20,0,0,0,36
30287,CASE,90532,  1,"Second Session ... 
31-MAY to 22-JUL",Evening,WORKING WITH FAMILY & COMMUN,"Alvarez, Adan",T       1700 2145 JAMES 2105 (Class),Main,,3,20,0,0,1,19,0,0,0,30
30193,CASE,90802,  1,"First Session ... 
16-MAY to 24-JUN",Day,INTERN ACAD PRO PROF & PROM SS,"Kedley, Kate Elizabeth",TR      1200 1600 JAMES 3109 (Class),Main,,3,10,0,0,0,10,0,0,0,25
30194,CASE,90890,  1,"Second Session ... 
31-MAY to 22-JUL",Day,DISSERTATION RESEARCH,"Ieva, Kara Pauline", ,Main,,1,5,0,0,0,5,0,0,0,
30195,CASE,90890,  2,"Second Session ... 
31-MAY to 22-JUL",Day,DISSERTATION RESEARCH,"Zion, Shelley D", ,Main,,1,5,0,0,0,5,0,0,0,
30196,CASE,90890,  3,"Second Session ... 
31-MAY to 22-JUL",Day,DISSERTATION RESEARCH,"Brown, Corine Meredith", ,Main,,1,5,0,0,0,5,0,0,0,
30197,CASE,90890,  4,"Second Session ... 
31-MAY to 22-JUL",Day,DISSERTATION RESEARCH,"Accardo, Amy L.", ,Main,,1,5,0,0,0,5,0,0,0,
30001,CHE,06203, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,PRINCIPLES OF CHEMICAL PROCESS,STAFF, ,Online,,4,30,0,0,3,27,0,0,0,
30002,CHE,06241, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,CHEM ENGINEER FLUID MECHNICS,STAFF, ,Online,,2,30,0,0,0,30,0,0,0,
30694,CHEM,05100,  1,"Fifth Session (ASCEND) ... 
05-JUL to 05-AUG",Day,ESSENTIALS OF GEN CHEMISTRY,"Pilarz, Matthew",MTWR    0800 1000 SCIENC 338 (Class),Main,,3,11,0,0,0,11,0,0,0,30
30494,CHEM,05100, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,ESSENTIALS OF GEN CHEMISTRY,"Pilarz, Matthew", ,Online,,3,20,0,0,0,20,0,0,0,
30540,CHEM,05103, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CHEM IN THE WORLD AROUND US,"Ramanujachary, Kandalam V.", ,Online,,3,35,0,0,3,32,0,0,0,
30541,CHEM,05440,  1,"First Session ... 
16-MAY to 24-JUN",Day,RESEARCH I,"Jonnalagadda, Subash", ,Main,,3,20,0,0,4,16,0,0,0,
30542,CHEM,05441,  1,"Third Session ... 
27-JUN to 05-AUG",Day,RESEARCH II,"Jonnalagadda, Subash", ,Main,,3,20,0,0,0,20,0,0,0,
30495,CHEM,06100, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CHEMISTRY I,"Kelly, Allison", ,Online,,4,30,0,0,2,28,10,0,10,
30496,CHEM,06100, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,CHEMISTRY I,STAFF, ,Online,,4,30,0,0,1,29,10,0,10,
30500,CHEM,06101, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CHEMISTRY II,"Kelly, Allison", ,Online,,4,30,0,0,4,26,10,0,10,
30501,CHEM,06101, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,CHEMISTRY II,STAFF, ,Online,,4,30,0,0,0,30,10,0,10,
30505,CHEM,07200, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,ORGANIC CHEMISTRY I,"Perez, Lark J", ,Online,,4,30,0,0,11,19,10,0,10,
30506,CHEM,07200, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,ORGANIC CHEMISTRY I,STAFF, ,Online,,4,30,0,0,1,29,10,0,10,
30510,CHEM,07201, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,ORGANIC CHEMISTRY II,"Perez, Lark J", ,Online,,4,30,0,0,8,22,10,0,10,
30511,CHEM,07201, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,ORGANIC CHEMISTRY II,STAFF, ,Online,,4,30,0,0,6,24,10,0,10,
30492,CHEM,07348,  1,"Third Session ... 
27-JUN to 05-AUG",Day,BIOCHEMISTRY,"Wu, Chun",MTWR    1530 1830 SCIENC 324 (Class),Main,,4,24,0,0,1,23,10,0,10,52
30847,CHEM,07412, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,INTRO TO ANTIBIOTICS,"Caputo, Gregory A", ,Online,,3,20,0,0,3,17,0,0,0,*
30739,CHEM,07494, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,GOOD LAB PRAC (GLP) TECHNIQUES,"Rao, Mukti Shriprasad", ,Online,,3,20,0,0,5,15,0,0,0,*
30848,CHEM,07512, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,ANTIBIOTICS,"Caputo, Gregory A", ,Online,,3,20,0,0,0,20,0,0,0,*
30740,CHEM,07594, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,GLP/GMP TECHNIQUES,"Rao, Mukti Shriprasad", ,Online,,3,20,0,0,0,20,0,0,0,*
30493,CHEM,09250,  1,"First Session ... 
16-MAY to 24-JUN",Day,QUANTITATIVE ANALYSIS,"Mugweru, Amos M",MTWR    1230 1530 SCIENC 324 (Class),Main,,4,24,0,0,0,24,0,0,0,52
30544,CHEM,09592,  1,"Third Session ... 
27-JUN to 05-AUG",Day,PHARMACEUTICAL TECHNIQUES I,"Jonnalagadda, Subash", ,Main,,3,20,0,0,0,20,0,0,0,
30543,CHEM,09596,  1,"First Session ... 
16-MAY to 24-JUN",Day,MS THESIS RESEARCH I,"Jonnalagadda, Subash", ,Main,,3,20,0,0,0,20,0,0,0,
30497,CHEM,L6100, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB CHEMISTRY I,"Mucha, Neil T", ,Online,,0,30,0,0,2,28,0,0,0,
30498,CHEM,L6100, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB CHEMISTRY I,STAFF, ,Online,,0,0,0,0,0,0,0,0,0,
30499,CHEM,L6100, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,LAB CHEMISTRY I,STAFF, ,Online,,0,30,0,0,1,29,0,0,0,
30502,CHEM,L6101, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB CHEMISTRY II,"Toal, Siobhan Eileen", ,Online,,0,30,0,0,4,26,0,0,0,
30503,CHEM,L6101, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB CHEMISTRY II,STAFF, ,Online,,0,0,0,0,0,0,0,0,0,
30504,CHEM,L6101, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,LAB CHEMISTRY II,STAFF, ,Online,,0,30,0,0,0,30,0,0,0,
30507,CHEM,L7200, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB ORGANIC CHEMISTRY I,"Barrett, Kristen N", ,Online,,0,30,0,0,11,19,0,0,0,
30508,CHEM,L7200, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB ORGANIC CHEMISTRY I,STAFF, ,Online,,0,0,0,0,0,0,0,0,0,
30509,CHEM,L7200, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,LAB ORGANIC CHEMISTRY I,STAFF, ,Online,,0,30,0,0,1,29,0,0,0,
30512,CHEM,L7201, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB ORGANIC CHEMISTRY II,"Barrett, Kristen N", ,Online,,0,30,0,0,8,22,0,0,0,
30513,CHEM,L7201, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,LAB ORGANIC CHEMISTRY II,STAFF, ,Online,,0,0,0,0,0,0,0,0,0,
30514,CHEM,L7201, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,LAB ORGANIC CHEMISTRY II,STAFF, ,Online,,0,30,0,0,6,24,0,0,0,
30005,CJ,09515, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,LAW AND SOCIETY,"Hoerner, Meghan J", ,Online,,3,15,0,0,1,14,0,0,0,
30006,CJ,09524, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,POLICE AND SOCIETY,"Sorg, Evan Thomas", ,Online,,3,15,0,0,0,15,0,0,0,
30820,CM,01301, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,FUND OF THE CONSTRUCTION INDUS,"Rodriguez, Alejandro", ,Online,,3,35,0,0,2,33,0,0,0,
30824,CM,01302, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,FUND OF THE CONSTRUCT INDUS II,"Lesniewsicz, Stanley Walter", ,Online,,3,35,0,0,2,33,0,0,0,
30825,CM,01303, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PROJECT BUILDING SYSTEMS,"Venuto, Michael", ,Online,,3,35,0,0,3,32,0,0,0,
30821,CM,01305, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CONSTRUCTION COST ESTIMATING,"Tetteh, Edem", ,Online,,3,35,0,0,3,32,0,0,0,
30822,CM,01407, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,ADV LEADERSHIP & COMMUNICATION,"Winthrop, Donna Beasley", ,Online,,3,35,0,0,9,26,0,0,0,
30823,CM,01408, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INDUST RELAT IN CONSTR INDUSTR,"Conlan, Kathleen Marie", ,Online,,3,35,0,0,4,31,0,0,0,
30826,CM,01412, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,CAPSTONE PROJECT - WI,"Rodriguez, Alejandro", ,Online,,3,35,0,0,2,33,0,0,0,
30834,CMB,00925,  1,"GSBS-S Term ... 
16-MAY to 31-AUG",Day,"SUMMER RSCH CELL/MOLECULAR BIOCMB program students only.1st and 2nd year students.
",STAFF, ,Stratford,,4,17,0,0,0,17,0,0,0,
30835,CMB,00990,  1,"GSBS-S Term ... 
16-MAY to 31-AUG",Day,"SUMMER THESIS RESEARCH/PHDCMB program students only.Official PhD candidates.
",STAFF, ,Stratford,,4,18,0,0,0,18,0,0,0,
30813,CMS,04200, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,INTRO TO COMMUNICATION STUDIES,"Haynes, Julie A.", ,Online,,3,22,0,0,2,20,0,0,0,
30746,CMS,04205,  1,"First Session ... 
16-MAY to 24-JUN",Day,PUBLIC SPEAKING,"Brager, Karen Noel",MTWR    1015 1215 VCTRIA 306 (Class),Main,,3,22,0,0,5,17,0,0,0,24
