CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
44654,BUS,01488,  7,"Module Two ... 
01-NOV to 26-DEC",Online,"CAREER PLAN & DEVELOPMENTRCOB majors only.A webcam and microphone are required for this section.
",STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
44655,BUS,01488,  8,"Module Two ... 
01-NOV to 26-DEC",Online,"CAREER PLAN & DEVELOPMENTRCOB majors only.A webcam and microphone are required for this section.
",STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
44656,BUS,01488,  9,"Module Two ... 
01-NOV to 26-DEC",Online,"CAREER PLAN & DEVELOPMENTRCOB majors only.A webcam and microphone are required for this section.
",STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42164,BUS,01600,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,SP TP:MANAGEMENT,STAFF,"T       1830 1945 BUSN 303 (Class)
T       2000 2115 BUSN 303 (Class)",Main,,3,0,0,0,0,0,0,0,0,40
42166,BUS,01600,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,SP TP:MANAGEMENT,STAFF,"R       1830 1945 BUSN 303 (Class)
R       2000 2115 BUSN 303 (Class)",Main,,3,0,0,0,0,0,0,0,0,40
42453,CASE,90510,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"POW&PRIV:SOC CONSTRUCT OF DIFFNeeds room. 10.
","Zion, Shelley D","T       1700 1815   (Class)
T       1830 1945   (Class)",Main,,3,0,0,0,0,0,0,0,0,
42455,CASE,90513,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"HIST URBAN ED & COMMUNITIESNeeds room. 10.
","Sung, Kenzo Ka-Fai","R       1700 1815   (Class)
R       1830 1945   (Class)",Main,,3,0,0,0,0,0,0,0,0,
42456,CASE,90514,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ED REFRM US:THEORIES OF CHANGENeeds room. 10.
","Alvarez, Adan","T       1700 1815   (Class)
T       1830 1945   (Class)",Main,,3,0,0,0,0,0,0,0,0,
42457,CASE,90524,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"CAPSTONE THESIS PROJECTNeeds room. 10.
","Gershon, Walter S","T       1700 1815   (Class)
T       1830 1945   (Class)",Main,,3,0,0,0,0,0,0,0,0,
42458,CASE,90533,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"CRITICAL PEDAGOGYNeeds room. 10.
","Gershon, Walter S","R       1700 1815   (Class)
R       1830 1945   (Class)",Main,,3,0,0,0,0,0,0,0,0,
42056,CASE,90800,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,CURR ISS & RSH IN AC&E IN ED,STAFF,T       1700 1930 JAMES 3109 (Class),Main,,3,10,0,0,0,10,0,0,0,25
42057,CASE,90801,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"RSRCH SEM IN ACS, SUCS & EQTYClass will meet in JAMES 3132.
",STAFF,T       1200 1430 JAMES  (Class),Main,,3,10,0,0,0,10,0,0,0,
42058,CASE,90803,  1,"Full Term ... 
06-SEP to 21-DEC",Day,EQ/SUCC/ACCESS EDU RES CASE ST,STAFF,T       1200 1430 JAMES 3109 (Class),Main,,3,10,0,0,0,10,0,0,0,25
42059,CASE,90811,  1,"Full Term ... 
06-SEP to 21-DEC",Day,MULTIVARIATE RES METHODS IN ED,"Ferguson, Sarah Lynn",R       1200 1430 JAMES 3109 (Class),Main,,3,10,0,0,0,10,0,0,0,25
42061,CASE,90820,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ADVOCY LDRSP PROFL ISS COUN EDNeeds room. 10.
","Ieva, Kara Pauline",T       1700 1930   (Class),Main,,3,0,0,0,0,0,0,0,0,
42060,CASE,90840,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"THEORETL PERSPEC STDY LITERACYNeeds room. 10.
",STAFF,T       1700 1930   (Class),Main,,3,0,0,0,0,0,0,0,0,
42062,CASE,90850,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,CONTEMPORARY ISSUES SPECIAL ED,"Damiani, Michelle L",R       1700 1930 JAMES 3109 (Class),Main,,3,10,0,0,0,10,0,0,0,25
42063,CASE,90890,  1,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Kerrigan, Monica Reid", ,Main,,1,5,0,0,0,5,0,0,0,
42064,CASE,90890,  2,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Zion, Shelley D", ,Main,,1,5,0,0,0,5,0,0,0,
42065,CASE,90890,  3,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Walpole, MaryBeth", ,Main,,1,5,0,0,0,5,0,0,0,
42066,CASE,90890,  4,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Abraham, Stephanie", ,Main,,1,5,0,0,0,5,0,0,0,
42067,CASE,90890,  5,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Sam, Cecile Huynh", ,Main,,1,5,0,0,0,5,0,0,0,
42068,CASE,90890,  6,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Brown, Corine Meredith", ,Main,,1,5,0,0,0,5,0,0,0,
42069,CASE,90890,  7,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Accardo, Amy L.", ,Main,,1,5,0,0,0,5,0,0,0,
42070,CASE,90890,  8,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Isik-Ercan, Zeynep Zennur", ,Main,,1,5,0,0,0,5,0,0,0,
42071,CASE,90890,  9,"Full Term ... 
06-SEP to 21-DEC",Day,DISSERTATION RESEARCH,"Gershon, Walter S", ,Main,,1,5,0,0,0,5,0,0,0,
41670,CBIO,6100M,F10,"RowanSOM Fall First Year ... 
18-JUL to 11-SEP",Day,INTEGRATED REGIONAL ANATOMY,"White, James S", ,Stratford,,1,999,0,0,0,999,0,0,0,
42017,CBIO,7300M,F20,"RowanSOM Fall Second Year ... 
07-NOV to 18-DEC",Day,GASTROENTEROLOGY & NUTRITION,"Podolin-Whiting, Deborah P.", ,Stratford,,1,999,0,0,0,999,0,0,0,
40017,CEE,08301,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENGINEERING MATERIALS,STAFF,"M       1230 1345 ENGR 119 (Lab)
M       1400 1515 ENGR 119 (Lab)
T       1530 1645 ROWAN 117 (Lecture)",Main,,2,12,0,0,0,12,0,0,0,20
40018,CEE,08301,  2,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENGINEERING MATERIALS,STAFF,"T       1530 1645 ROWAN 117 (Lecture)
W       1230 1345 ENGR 119 (Lab)
W       1400 1515 ENGR 119 (Lab)",Main,,2,12,0,0,0,12,0,0,0,20
40019,CEE,08301,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"CIVIL ENGINEERING MATERIALS Needs room. Cap=0
",STAFF,"T       1530 1645   (Lecture)
R       1530 1645 ENGR 119 (Lab)
R       1700 1815 ENGR 119 (Lab)",Main,,2,0,0,0,0,0,0,0,0,20
40020,CEE,08301,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"CIVIL ENGINEERING MATERIALS Needs room. Cap=12
",STAFF,"T       1530 1645   (Lecture)
W       1700 1815 ENGR 119 (Lab)
W       1830 1945 ENGR 119 (Lab)",Main,,2,0,0,0,0,0,0,0,0,20
40021,CEE,08301,  5,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENGINEERING MATERIALS,STAFF,"W       0800 0915 ENGR 119 (Lab)
W       0930 1045 ENGR 119 (Lab)
R       1100 1215 ENGR 320 (Lecture)",Main,,2,12,0,0,0,12,0,0,0,20
40022,CEE,08305,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENG SYSTEMS,"Bauer, Sarah Kathryn",MW      1230 1345 ENGR 320 (Class),Main,,3,40,0,0,0,40,0,0,0,40
40024,CEE,08305,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,"CIVIL ENG SYSTEMS Needs room. Cap=20
","Bauer, Sarah Kathryn","M       1830 1945   (Class)
M       2000 2115   (Class)",Main,,3,30,0,0,0,30,0,0,0,
40023,CEE,08305,  3,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENG SYSTEMS,"Zhu, Cheng",WF      0930 1045 ENGR 320 (Class),Main,,3,0,0,0,0,0,0,0,0,40
40025,CEE,08382,  1,"Full Term ... 
06-SEP to 21-DEC",Day,STRUCTURAL ANALYSIS,"Ghasemi, Seyed Hooman",MW      1100 1215 ENGR 320 (Class),Main,,3,20,0,0,0,20,0,0,0,40
40026,CEE,08382,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"STRUCTURAL ANALYSIS Needs room. Cap=20
","Lomboy, Gilson Rescober",TR      0800 0915   (Class),Main,,3,0,0,0,0,0,0,0,0,
40027,CEE,08382,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"STRUCTURAL ANALYSIS Needs room. Cap=40
","Ghasemi, Seyed Hooman",MW      1530 1645   (Class),Main,,3,0,0,0,0,0,0,0,0,
40028,CEE,08383,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"ANALYSIS & DES STEEL FRAMES Needs room. Cap=20.
","Ghasemi, Seyed Hooman","T       0800 0915   (Class)
R       0800 0915   (Class)
R       0930 1045   (Class)",Main,,3,0,0,0,0,0,0,0,0,
40029,CEE,08433,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"PRIN INTEG SOLID WASTE MGMT Needs room. Cap=30, Xlist w/ CRN 40048. Total Cap=45
","Ahmed, Tariq","W       1830 1945   (Class)
W       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,*
40030,CEE,08436,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"SUSTAIN TECH FOR BUILT ENVIRON Needs room. Cap=40
",STAFF,"F       0800 0915   (Class)
F       0930 1045   (Class)",Main,,3,0,0,0,0,0,0,0,0,
40031,CEE,08443,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ADV WATER RESOURC SR  Needs room. Cap=20, Xlist w/ CRN 40049. Total Cap=30
",STAFF,"M       1830 1945   (Class)
M       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,*
40032,CEE,08443,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,"ADV WATER RESOURC SR  Needs room. Cap=20, Xlist w/ CRN 40050. Total Cap=30
",STAFF,"M       1830 1945   (Class)
M       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,*
40033,CEE,08452,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,FOUNDATION ENGN SR,"Loux, Theresa A","T       1830 1945 ENGR 320 (Class)
T       2000 2115 ENGR 320 (Class)",Main,,3,20,0,0,0,20,0,0,0,40*
40034,CEE,08452,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,"FOUNDATION ENGN SR Needs room. Cap=20
","Marchisello, Matthew J","T       1830 1945   (Class)
T       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,
40036,CEE,08466,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTRO TRANSPORTAT SYS MODELING,"Jalayer, Mohammad",MW      1400 1515 ROWAN 117 (Class),Main,,3,50,0,0,0,50,0,0,0,116*
40037,CEE,08473,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ADV STRUCT ANALYS SR,"Lomboy, Gilson Rescober","W       1830 1945 ENGR 320 (Class)
W       2000 2115 ENGR 320 (Class)",Main,,3,25,0,0,0,25,0,0,0,40*
40038,CEE,08481,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"REINFORCED CONCRETE DESIGNNeeds room. 40.
","Cleary, Douglas B.",MW      0800 0915   (Class),Main,,3,0,0,0,0,0,0,0,0,
40039,CEE,08490,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,CIVIL ENGINEERING PRACTICE,"Venuto, Michael","R       1830 1945 ROWAN 117 (Class)
R       2000 2115 ROWAN 117 (Class)",Main,,1,25,0,0,0,25,0,0,0,116
40040,CEE,08490,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,CIVIL ENGINEERING PRACTICE,"Venuto, Michael","R       1830 1945 ROWAN 117 (Class)
R       2000 2115 ROWAN 117 (Class)",Main,,1,25,0,0,0,25,0,0,0,116
40041,CEE,08490,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,CIVIL ENGINEERING PRACTICE,"Venuto, Michael","R       1830 1945 ROWAN 117 (Class)
R       2000 2115 ROWAN 117 (Class)",Main,,1,25,0,0,0,25,0,0,0,116
40042,CEE,08491,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENG DESIGN PROJ I,"Adams, Francis Thomas","MW      1530 1645 ENGR 320 (Class)
MW      1700 1815 ENGR 320 (Class)",Main,,2,25,0,0,0,25,0,0,0,40
40043,CEE,08491,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"CIVIL ENG DESIGN PROJ I Needs room. Cap=25
","Chelotti, Charles J","M       1530 1645   (Class)
M       1700 1815   (Class)
T       1530 1645   (Class)
T       1700 1815   (Class)",Main,,2,0,0,0,0,0,0,0,0,
40044,CEE,08491,  3,"Full Term ... 
06-SEP to 21-DEC",Day,CIVIL ENG DESIGN PROJ I,"Hunter, Robert E","M       1530 1645 ROWAN 117 (Class)
M       1700 1815 ROWAN 117 (Class)
R       1530 1645 ENGR 320 (Class)
R       1700 1815 ENGR 320 (Class)",Main,,2,25,0,0,0,25,0,0,0,40
40045,CEE,08491,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"CIVIL ENG DESIGN PROJ I Needs room. Cap=25
",STAFF,"MW      1530 1645   (Class)
MW      1700 1815   (Class)",Main,,2,0,0,0,0,0,0,0,0,
40048,CEE,08533,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"INTEGRATED SOLID WASTE MGMT Needs room. Cap=15, Xlist w/ CRN 40029. Total Cap=45
","Ahmed, Tariq","W       1830 1945   (Class)
W       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,*
40049,CEE,08543,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ADV WATER RESOURCES  Needs room. Cap=10, Xlist w/ CRN 40031. Total Cap=30
",STAFF,"M       1830 1945   (Class)
M       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,*
40050,CEE,08543,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,"ADV WATER RESOURCES  Needs room. Cap=10, Xlist w/ CRN 40032. Total Cap=30
",STAFF,"M       1830 1945   (Class)
M       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,*
40051,CEE,08552,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,FOUNDATION ENGN,"Loux, Theresa A","T       1830 1945 ENGR 320 (Class)
T       2000 2115 ENGR 320 (Class)",Main,,3,10,0,0,0,10,0,0,0,40*
40046,CEE,08566,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TRANSPORTATION SYS MODELING,"Jalayer, Mohammad",MW      1400 1515 ROWAN 117 (Class),Main,,3,12,0,0,0,12,0,0,0,116*
40052,CEE,08573,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ADV STRUCT ANALYSIS,"Lomboy, Gilson Rescober","W       1830 1945 ENGR 320 (Class)
W       2000 2115 ENGR 320 (Class)",Main,,3,10,0,0,0,10,0,0,0,40*
40047,CEE,08658,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ENGR GEOL & ROCK ENGR Needs room. Cap=15
","Zhu, Cheng","R       1830 1945   (Class)
R       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,
40070,CHE,06201,  1,"Full Term ... 
06-SEP to 21-DEC",Day,PRIN CHEM PROCES I,"Newell, James","TR      1530 1645 ENGR 107 (Class)
T       1700 1815 ENGR 107 (Class)",Main,,2,30,0,0,0,30,0,0,0,36
40071,CHE,06309,  1,"Full Term ... 
06-SEP to 21-DEC",Day,PROCESS FLUID TRANSPORT,"Hesketh, Robert Paul","M       1400 1515 ENGR 107 (Class)
R       0800 0915 ENGR 107 (Class)
R       0930 1045 ENGR 107 (Class)",Main,,2,25,0,0,0,25,0,0,0,36
40068,CHE,06310,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CHEM ENG THERMODYNMCS I,"Dahm, Kevin D.","M       1100 1215 ENGR 107 (Class)
W       1700 1815 ENGR 107 (Class)
F       1100 1215 ENGR 107 (Class)
F       1230 1345 ENGR 107 (Class)",Main,,3,25,0,0,0,25,0,0,0,36
40069,CHE,06311,  1,"Full Term ... 
06-SEP to 21-DEC",Day,HEAT TRANSFER PROCESSES,"Thompson, Gary Lee","MTW     0930 1045 ENGR 107 (Class)
W       0800 0915 ENGR 107 (Class)",Main,,3,25,0,0,0,25,0,0,0,36
40064,CHE,06312,  1,"Full Term ... 
06-SEP to 21-DEC",Day,SEPARATION PROCESSES I,"Meadowcroft, Thomas Andrew","W       1100 1215 ENGR 107 (Class)
F       0800 0915 ENGR 107 (Class)
F       0930 1045 ENGR 107 (Class)",Main,,2,25,0,0,0,25,0,0,0,36
40065,CHE,06385,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CHEMICAL ENGINEERING MODELING,"Hesketh, Robert Paul","MW      1530 1645 ENGR 107 (Class)
W       1400 1515 ENGR 107 (Class)",Main,,2,25,0,0,0,25,0,0,0,36
40066,CHE,06401,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEM PROCESS COMPONENT DES Needs room. Cap=18
","Meadowcroft, Thomas Andrew","MT      0930 1045   (Class)
R       0800 0915 ROWAN 117 (Class)
R       0930 1045 ROWAN 117 (Class)",Main,,3,0,0,0,0,0,0,0,0,116
40067,CHE,06401,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEM PROCESS COMPONENT DES Needs room. Cap=18
","Meadowcroft, Thomas Andrew","MW      1400 1515   (Class)
R       0800 0915 ROWAN 117 (Class)
R       0930 1045 ROWAN 117 (Class)",Main,,3,0,0,0,0,0,0,0,0,116
40062,CHE,06403,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"UNIT OPS EXPERIMENT DSGN/ANALY Needs room. Cap=18
",STAFF,"M       1530 1645   (Class)
M       1700 1815   (Class)
F       1100 1215 ROWAN 117 (Class)
F       1230 1345 ROWAN 117 (Class)",Main,,3,0,0,0,0,0,0,0,0,116
40063,CHE,06403,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"UNIT OPS EXPERIMENT DSGN/ANALY Needs room. Cap=18
",STAFF,"W       1530 1645   (Class)
W       1700 1815   (Class)
F       1100 1215 ROWAN 117 (Class)
F       1230 1345 ROWAN 117 (Class)",Main,,3,0,0,0,0,0,0,0,0,116
40060,CHE,06405,  1,"Full Term ... 
06-SEP to 21-DEC",Day,PROCESS DYNAMICS & CONTROL,"Yenkie, Kirti Maheshkumar","M       1230 1345 ENGR 107 (Class)
F       0800 0915 ROWAN 117 (Class)
F       0930 1045 ROWAN 117 (Class)",Main,,3,18,0,0,0,18,0,0,0,36
40061,CHE,06405,  2,"Full Term ... 
06-SEP to 21-DEC",Day,PROCESS DYNAMICS & CONTROL,"Yenkie, Kirti Maheshkumar","T       1100 1215 ENGR 107 (Class)
F       0800 0915 ROWAN 117 (Class)
F       0930 1045 ROWAN 117 (Class)",Main,,3,18,0,0,0,18,0,0,0,36
40055,CHE,06445,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,PROCESS CTRL DSGN/PRACTICE,"Meadowcroft, Thomas Andrew","W       1830 1945 ENGR 107 (Class)
W       2000 2115 ENGR 107 (Class)",Main,,3,18,0,0,0,18,0,0,0,36*
40057,CHE,06472,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,PRINCIPLES BIOMED PROCESSES,"Thompson, Gary Lee","R       1830 1945 ENGR 107 (Class)
R       2000 2115 ENGR 107 (Class)",Main,,3,18,0,0,0,18,0,0,0,36*
40058,CHE,06572,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,BIOMEDICAL PROCESS ENG,"Thompson, Gary Lee","R       1830 1945 ENGR 107 (Class)
R       2000 2115 ENGR 107 (Class)",Main,,3,6,0,0,0,6,0,0,0,36*
40054,CHE,06586,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ADV ENGINEER THERMODYNAMICS,"Stanzione, Joseph F","T       1830 1945 ENGR 107 (Class)
T       2000 2115 ENGR 107 (Class)",Main,,3,15,0,0,0,15,0,0,0,36
40056,CHE,06588,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ADV PROCESS CTRL AUTOM DSGN,"Meadowcroft, Thomas Andrew","W       1830 1945 ENGR 107 (Class)
W       2000 2115 ENGR 107 (Class)",Main,,3,6,0,0,0,6,0,0,0,36*
44104,CHE,06641,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ENGR STATISTICAL PROCESS CONTR Needs room. Cap=15
","Gephardt, Zenaida",TR      1700 1815   (Class),Main,,3,0,0,0,0,0,0,0,0,
43425,CHEM,05100,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,"Pilarz, Matthew",MW      1700 1815 SCIENC 341 (Class),Main,,3,15,0,0,0,15,5,0,5,24
43426,CHEM,05100,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,MW      1700 1815 DISCOV 413 (Class),Main,,3,0,0,0,0,0,0,0,0,48
43427,CHEM,05100,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,MW      1830 1945 DISCOV 132 (Class),Main,,3,15,0,0,0,15,5,0,5,56
43428,CHEM,05100,  4,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,MW      1830 1945 JAMES 3114 (Class),Main,,3,0,0,0,0,0,0,0,0,60
43429,CHEM,05100,  5,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,TR      1700 1815 JAMES 3114 (Class),Main,,3,15,0,0,0,15,5,0,5,60
43430,CHEM,05100,  6,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,TR      1700 1815 DISCOV 413 (Class),Main,,3,0,0,0,0,0,0,0,0,48
43431,CHEM,05100,  7,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,TR      1830 1945 JAMES 3114 (Class),Main,,3,15,0,0,0,15,5,0,5,60
43432,CHEM,05100,  8,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,TR      1830 1945 DISCOV 413 (Class),Main,,3,0,0,0,0,0,0,0,0,48
43433,CHEM,05100,  9,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,MW      2000 2115 DISCOV 132 (Class),Main,,3,0,0,0,0,0,0,0,0,56
43434,CHEM,05100, 10,"Full Term ... 
06-SEP to 21-DEC",Evening,ESSENTIALS OF GEN CHEMISTRY,STAFF,MW      2000 2115 JAMES 3114 (Class),Main,,3,0,0,0,0,0,0,0,0,60
43424,CHEM,05103,  1,"Full Term ... 
06-SEP to 21-DEC",Online,"CHEM IN THE WORLD AROUND USNon-majors only.
","Ramanujachary, Kandalam V.", ,Online,,3,35,0,0,0,35,5,0,5,
43461,CHEM,05249,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,INTRO TO FORENSIC SCIENCE,"Fulmer, John Patrick","W       1830 1945 SCIENC 324 (Class)
W       2000 2115 SCIENC 324 (Class)",Main,,3,24,0,0,0,24,10,0,10,52
43453,CHEM,05440,  1,"Full Term ... 
06-SEP to 21-DEC",Day,RESEARCH I,"Jonnalagadda, Subash",F       1530 1645 SCIENC 324 (Class),Main,,3,0,0,0,0,0,0,0,0,52
43455,CHEM,05441,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,RESEARCH II,"Jonnalagadda, Subash",F       1700 1815 SCIENC 324 (Class),Main,,3,0,0,0,0,0,0,0,0,52
43437,CHEM,05450,  1,"Full Term ... 
06-SEP to 21-DEC",Day,SEMINAR I,STAFF,T       1530 1645 SCIENC 324 (Class),Main,,1,12,0,0,0,12,5,0,5,52
43438,CHEM,05450,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,SEMINAR I,STAFF,T       1700 1815 SCIENC 324 (Class),Main,,1,12,0,0,0,12,5,0,5,52
43439,CHEM,05450,  3,"Full Term ... 
06-SEP to 21-DEC",Day,SEMINAR I,STAFF,R       1530 1645 SCIENC 324 (Class),Main,,1,12,0,0,0,12,5,0,5,52
43440,CHEM,05450,  4,"Full Term ... 
06-SEP to 21-DEC",Evening,SEMINAR I,STAFF,R       1700 1815 SCIENC 324 (Class),Main,,1,12,0,0,0,12,5,0,5,52
43479,CHEM,06100,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"HONORS CHEMISTRY IMust be taken with CHEM L6100 1.
","Mucha, Neil T",MW      0800 0915 SCIENC 314 (Lecture),Main,,4,20,0,0,0,20,0,0,0,26
43482,CHEM,06100,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY IMajors only.Must be taken with CHEM L6100 2.
","Ramanujachary, Kandalam V.",MW      0930 1045 SCIENC 314 (Lecture),Main,,4,20,0,0,0,20,5,0,5,26
43484,CHEM,06100,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY IMajors only.Must be taken with CHEM L6100 3.
","Hoy, Erik P",MW      0930 1045 SCIENC 341 (Lecture),Main,,4,20,0,0,0,20,5,0,5,24
43486,CHEM,06100,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY IMajors only.Must be taken with CHEM L6100 4.
","Kelly, Allison",MW      0930 1045 DISCOV 132 (Lecture),Main,,4,0,0,0,0,0,0,0,0,56
43445,CHEM,06100,  5,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Pilarz, Matthew",TR      0800 0915 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,10,0,10,56
43446,CHEM,06100,  6,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Pilarz, Matthew",TR      0800 0915 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,0,0,0,56
43447,CHEM,06100,  7,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Pilarz, Matthew",TR      0930 1045 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,10,0,10,56
43448,CHEM,06100,  8,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Pilarz, Matthew",TR      0930 1045 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,0,0,0,56
43449,CHEM,06100,  9,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Mucha, Neil T",MW      1100 1215 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,10,0,10,56
43450,CHEM,06100, 10,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Mucha, Neil T",MW      1100 1215 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,0,0,0,56
43451,CHEM,06100, 11,"Full Term ... 
06-SEP to 21-DEC",Day,"CHEMISTRY INon-majors only.
","Kelly, Allison",TR      1100 1215 DISCOV 132 (Lecture),Main,,4,15,0,0,0,15,10,0,10,56
